Título,Endereço,Metro_m2,N_Quartos,N_Banheiros,N_Garagens,Valor_Mensal
"Ponto comercial/Loja/Box    para Aluguel, 550m²","Jardim Magnólia, Campinas - SP",550,"--
              

                Quarto","5
              

                Banheiros","4
                

                  Vagas","R$ 5.000
                      /Mês"
Sala/Conjunto    para Venda/Aluguel 112m²,"Avenida Barão de Itapura - Vila Itapura, Campinas - SP",112,"--
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 1.539
                      /Mês


                    R$ 350.000"
"Casa com 3 Quartos para Aluguel, 250m²","Rua Nair Pimenta da Silva - Residencial Terra Nova, Campinas - SP",250,"3
              

                Quartos","4
              

                Banheiros","7
                

                  Vagas","R$ 3.500
                      /Mês

Preço abaixo do mercado"
"Apartamento com 3 Quartos para Aluguel, 140m²","Parque Taquaral, Campinas - SP",140,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 3.500
                      /Mês"
Casa com 4 Quartos para Venda/Aluguel 190m²,"Rua Afonso Pena, 1179 - Vila Nova São José, Campinas - SP",190,"4
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 3.500
                      /Mês


                    R$ 700.000"
"Imóvel comercial com 6 Quartos para Aluguel, 1200m²","Condomínio Chácaras do Alto da Nova Campinas, Campinas - SP",1200,"6
              

                Quartos","9
              

                Banheiros","10
                

                  Vagas","R$ 30.000
                      /Mês"
Sala/Conjunto com  Quarto para Venda/Aluguel 1680m²,"Avenida Cambacica, 520 - Chácara Primavera, Campinas - SP",1680,"1
              

                Quarto","1
              

                Banheiro","50
                

                  Vagas","R$ 92.000
                      /Mês


                    R$ 12.600.000"
Casa com 3 Quartos para Venda/Aluguel 132m²,"Avenida Transamazônica, 31 - Jardim Garcia, Campinas - SP",132,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 1.800
                      /Mês


                    R$ 450.000"
"Apartamento com 3 Quartos para Aluguel, 120m²","Cambuí, Campinas - SP",120,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 3.500
                      /Mês"
"Sala/Conjunto com 5 Quartos para Aluguel, 110m²","Rua Doutor Emílio Ribas, 174 - Cambuí, Campinas - SP",110,"5
              

                Quartos","2
              

                Banheiros","3
                

                  Vagas","R$ 7.000
                      /Mês"
"Imóvel comercial    para Aluguel, 293m²","Rua Joaquim Novaes, 220 - Centro, Campinas - SP",293,"--
              

                Quarto","--
              

                Banheiro","--
                

                  Vaga","R$ 6.000
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 425m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",425,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 15.000
                      /Mês


                    R$ 3.500.000"
"Sala/Conjunto com 5 Quartos para Aluguel, 236m²","Rua Umbu, 265 - Loteamento Alphaville Campinas, Campinas - SP",236,"5
              

                Quartos","5
              

                Banheiros","5
                

                  Vagas","R$ 7.500
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 64m²","Rua Doutor Herculano Gouvea Neto, 460 - Loteamento Parque São Martinho, Campinas - SP",64,"3
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 1.500
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 77m²","Rua Francisco Sibila, 28 - Jardim Boa Esperança, Campinas - SP",77,"2
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 1.500
                      /Mês

Preço abaixo do mercado"
Casa de condomínio com 3 Quartos para Venda/Aluguel 298m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",298,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 11.500
                      /Mês


                    R$ 1.790.000"
Casa de condomínio com 4 Quartos para Venda/Aluguel 258m²,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",258,"4
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 9.000
                      /Mês


                    R$ 1.750.000"
Casa de condomínio com 3 Quartos para Venda/Aluguel 298m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",298,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 11.500
                      /Mês


                    R$ 1.790.000"
Apartamento com 4 Quartos para Venda/Aluguel 130m²,"Avenida José de Sousa Campos, 480 - Nova Campinas, Campinas - SP",130,"4
              

                Quartos","4
              

                Banheiros","2
                

                  Vagas","R$ 3.200
                      /Mês


                    R$ 700.000"
"Casa de condomínio com 4 Quartos para Aluguel, 477m²","Avenida Professora Dea Ehrhardt Carvalho, 1555 - Sítios de Recreio Gramado, Campinas - SP",477,"4
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 15.000
                      /Mês"
Casa com 3 Quartos para Venda/Aluguel 106m²,"Bosque, Campinas - SP",106,"3
              

                Quartos","2
              

                Banheiros","3
                

                  Vagas","R$ 1.700
                      /Mês


                    R$ 620.000"
"Sala/Conjunto    para Aluguel, 32m²","Jardim Guanabara, Campinas - SP",32,"--
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 450
                      /Mês"
"Casa com 3 Quartos para Aluguel, 220m²","Vila Modesto Fernandes, Campinas - SP",220,"3
              

                Quartos","3
              

                Banheiros","--
                

                  Vaga","R$ 2.800
                      /Mês"
Apartamento com 3 Quartos para Venda/Aluguel 80m²,"Rodovia Visconde de Porto Seguro, 200 - Parque Prado, Campinas - SP",80,"3
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 2.800
                      /Mês


                    R$ 550.000"
Galpão/Depósito/Armazém    para Venda/Aluguel 1400m²,"Rua Doutor João Valente do Couto, 784 - Jardim Santa Genebra, Campinas - SP",1400,"--
              

                Quarto","--
              

                Banheiro","5
                

                  Vagas","R$ 20.000
                      /Mês


                    R$ 6.000.000"
"Casa com 3 Quartos para Aluguel, 119m²","Vila Industrial, Campinas - SP",119,"3
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 2.500
                      /Mês"
"Galpão/Depósito/Armazém    para Aluguel, 230m²","Ponte Preta, Campinas - SP",230,"--
              

                Quarto","3
              

                Banheiros","7
                

                  Vagas","R$ 5.000
                      /Mês"
